Date,Open,High,Low,Close,Adj Close,Volume
2018-02-22,39600.000000,39880.000000,39440.000000,39500.000000,34866.269531,1228000
2018-02-23,39240.000000,40020.000000,39240.000000,39500.000000,34866.269531,1936300
2018-02-26,39920.000000,39940.000000,39480.000000,39620.000000,34972.195313,1087700
2018-02-27,40120.000000,40500.000000,39820.000000,39820.000000,35148.734375,1623850
2018-02-28,39660.000000,40220.000000,39600.000000,39900.000000,35219.343750,2392550
2018-03-02,39000.000000,39020.000000,38400.000000,38420.000000,33912.968750,1860900
2018-03-05,38320.000000,38680.000000,37580.000000,37700.000000,33277.421875,1412150
2018-03-06,38080.000000,39140.000000,38080.000000,38920.000000,34354.308594,1176550
2018-03-07,40140.000000,40700.000000,39140.000000,40300.000000,35572.421875,1674900
2018-03-08,40640.000000,40700.000000,40100.000000,40500.000000,35748.953125,718400
2018-03-09,40800.000000,41740.000000,40720.000000,41600.000000,36719.914063,1216950
2018-03-12,42340.000000,42340.000000,41600.000000,42100.000000,37161.261719,783700
2018-03-13,42540.000000,43380.000000,42400.000000,43380.000000,38291.109375,1496200
2018-03-14,42900.000000,43180.000000,42700.000000,42880.000000,37849.765625,992350
2018-03-15,42880.000000,43060.000000,42340.000000,42380.000000,37408.414063,1007600
2018-03-16,42160.000000,42240.000000,41160.000000,41900.000000,36984.722656,2901350
2018-03-19,41900.000000,42100.000000,41520.000000,41640.000000,36755.226563,973500
2018-03-20,41440.000000,42000.000000,41320.000000,42000.000000,37072.996094,1033300
2018-03-21,42340.000000,42400.000000,42020.000000,42120.000000,37178.917969,1942200
2018-03-22,42300.000000,42680.000000,42080.000000,42140.000000,37196.574219,1549000
2018-03-23,41200.000000,41460.000000,40340.000000,40600.000000,35837.230469,1439600
2018-03-26,40200.000000,41120.000000,39940.000000,41120.000000,36296.230469,1090700
2018-03-27,41340.000000,41360.000000,40400.000000,40720.000000,35943.144531,1308800
2018-03-28,40200.000000,40580.000000,39740.000000,40180.000000,35466.500000,1319500
2018-03-29,40180.000000,40660.000000,39760.000000,40500.000000,36066.714844,845400
2018-03-30,40860.000000,40980.000000,40620.000000,40800.000000,36333.878906,452400
2018-04-02,40700.000000,40700.000000,40100.000000,40180.000000,35781.746094,400800
2018-04-03,39820.000000,40080.000000,39400.000000,40080.000000,35692.699219,965950
2018-04-04,40140.000000,40160.000000,39060.000000,39180.000000,34891.214844,822200
2018-04-05,39520.000000,40880.000000,39460.000000,40800.000000,36333.878906,1226700
2018-04-06,40000.000000,40600.000000,39720.000000,40240.000000,35835.179688,1442850
2018-04-09,40020.000000,40740.000000,39960.000000,40700.000000,36244.828125,728050
2018-04-10,40620.000000,40620.000000,39940.000000,40320.000000,35906.429688,1130250
2018-04-11,40840.000000,40880.000000,40100.000000,40380.000000,35959.851563,581750
2018-04-12,40540.000000,40780.000000,40360.000000,40760.000000,36298.261719,443100
2018-04-13,40980.000000,41180.000000,40680.000000,40760.000000,36298.261719,1093800
2018-04-16,40900.000000,41200.000000,40740.000000,41200.000000,36690.093750,990200
2018-04-17,41060.000000,41260.000000,40540.000000,40540.000000,36102.343750,868400
2018-04-18,41000.000000,42100.000000,40800.000000,42100.000000,37491.578125,1943250
2018-04-19,42400.000000,43120.000000,42200.000000,43020.000000,38310.871094,2173900
2018-04-20,42320.000000,42620.000000,41840.000000,42100.000000,37491.578125,968100
2018-04-23,41320.000000,42200.000000,41300.000000,42040.000000,37438.148438,794750
2018-04-24,42040.000000,42060.000000,41000.000000,41240.000000,36725.718750,1097850
2018-04-25,40440.000000,41040.000000,40440.000000,40980.000000,36494.179688,941150
2018-04-26,41000.000000,42220.000000,40980.000000,42180.000000,37562.820313,1321350
2018-04-27,43100.000000,43500.000000,42240.000000,42500.000000,37847.789063,2313750
2018-04-30,42500.000000,42500.000000,42500.000000,42500.000000,37847.789063,0
2018-05-02,42500.000000,42500.000000,42500.000000,42500.000000,37847.789063,0
2018-05-03,42500.000000,42500.000000,42500.000000,42500.000000,37847.789063,0
2018-05-04,42500.000000,43000.000000,41050.000000,41050.000000,36556.515625,2214624
2018-05-08,42950.000000,42950.000000,41250.000000,42000.000000,37402.527344,2809669
2018-05-09,42000.000000,42250.000000,40550.000000,40550.000000,36111.250000,1422660
2018-05-10,41150.000000,41350.000000,40300.000000,40950.000000,36467.464844,1600837
2018-05-11,41500.000000,41600.000000,40850.000000,40950.000000,36467.464844,835958
2018-05-14,41000.000000,41050.000000,39750.000000,40500.000000,36066.714844,1488726
2018-05-15,40500.000000,40550.000000,39200.000000,39300.000000,34998.085938,1544319
2018-05-16,39600.000000,40050.000000,39350.000000,39700.000000,35354.292969,994494
2018-05-17,40100.000000,40100.000000,38750.000000,38750.000000,34508.285156,1097958
2018-05-18,39050.000000,39800.000000,38950.000000,39800.000000,35443.343750,900490
2018-05-21,39650.000000,40050.000000,39200.000000,39750.000000,35398.816406,840825
2018-05-23,40350.000000,41250.000000,40250.000000,40800.000000,36333.878906,1946233
2018-05-24,40900.000000,40950.000000,40400.000000,40400.000000,35977.664063,829264
2018-05-25,40400.000000,41950.000000,40050.000000,41700.000000,37135.367188,2459296
2018-05-28,41700.000000,41900.000000,41200.000000,41350.000000,36823.675781,1210952
